# Start timestamp: 1759998836180
# Start time: 09.10.2025 10:33:56.180
# Duration: 00:43.097
# Sensor insoles: Left SN12940, Right SN12941
# Size: 6
# Recording type: normal
# Name: 251009_10:33:55
# Notes: 
# Tag: 
# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[-0.5...+0.5]	left center of pressure Y[-0.5...+0.5]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[-0.5...+0.5]	right center of pressure Y[-0.5...+0.5]
0.00	18.25	14.00	7.00	5.00	2.00	1.25	0.50	2.75	4.75	2.75	3.25	2.50	4.00	14.50	3.75	3.00	-0.182617	0.024902	0.989258	-0.630000	-1.960000	0.000000	984.00	-0.062919	-0.020439																									
0.01	18.50	14.00	7.00	4.75	2.25	1.00	0.50	2.75	5.00	3.00	3.75	2.50	3.75	15.00	3.50	3.00	-0.189453	0.030273	0.987793	-0.490000	-2.590000	-0.070000	995.00	-0.059144	-0.015558	0.75	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	1.00	0.00	0.00	0.080078	-0.537598	0.926270	161.559998	-52.920002	10.080000	35.00	0.000000	0.000000
0.02	17.25	13.25	6.25	4.75	2.00	1.25	0.75	2.75	5.50	3.00	4.00	2.75	4.00	16.00	4.00	4.25	-0.185547	0.029297	0.989258	-0.630000	-2.800000	-0.140000	1006.00	-0.034801	-0.017923	1.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	0.00	0.00	0.00	1.00	0.00	0.00	0.041016	-0.651855	0.964844	161.910004	-60.900002	6.230000	40.00	0.000000	0.000000
0.03	17.00	12.25	6.25	5.00	2.50	0.50	0.75	2.75	6.25	3.25	4.50	3.50	5.00	17.00	4.75	3.75	-0.186523	0.027344	0.991699	-0.630000	-2.940000	-0.350000	1046.00	-0.014861	-0.016361	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	0.00	0.00	0.00	1.00	0.00	0.00	0.009277	-0.732910	0.987305	162.610001	-68.739998	-1.330000	37.00	0.000000	0.000000
0.04	16.25	12.00	6.25	4.75	2.50	0.25	0.75	2.75	6.25	3.75	5.00	3.50	5.00	17.75	4.50	3.75	-0.182617	0.031738	0.988281	-0.350000	-3.080000	-0.280000	1044.00	-0.005161	-0.014322	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	0.00	0.75	0.00	0.00	-0.039062	-0.866699	1.002930	161.630005	-79.660004	-15.260000	28.00	0.000000	0.000000
0.05	16.00	10.25	6.75	4.50	2.50	0.75	1.00	3.00	6.75	3.75	4.75	3.25	5.00	18.50	4.50	4.00	-0.182617	0.037598	0.997559	-0.350000	-2.380000	-0.280000	1051.00	0.005434	-0.008993	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	0.00	0.00	0.00	0.25	0.00	0.00	-0.055176	-0.905762	0.986816	158.830002	-82.949997	-20.580000	24.00	0.000000	0.000000
0.06	15.75	8.75	6.50	4.00	2.00	0.75	1.00	3.00	7.00	4.00	4.75	3.25	5.25	19.75	5.00	4.00	-0.183105	0.029785	0.995605	-0.630000	-1.890000	-0.280000	1044.00	0.024484	-0.004666	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.75	0.00	0.00	0.00	0.25	0.00	0.00	-0.094727	-0.951660	1.028320	154.139999	-87.779999	-29.469999	36.00	0.000000	0.000000
0.07	15.00	8.25	6.25	4.25	2.25	0.75	1.25	2.75	7.00	4.00	5.25	3.00	5.25	20.25	4.75	4.25	-0.182617	0.028320	0.988281	-0.770000	-1.400000	-0.280000	1040.00	0.031757	-0.002217	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.00	0.00	0.50	0.00	0.00	-0.115234	-1.011230	1.020020	149.660004	-91.769997	-36.680000	26.00	0.000000	0.000000
0.08	14.00	7.50	5.50	3.50	2.25	0.25	1.25	3.00	7.00	4.75	5.25	3.75	5.50	21.00	5.00	4.50	-0.180664	0.026855	0.995117	-0.910000	-1.120000	-0.210000	1032.00	0.053721	-0.003534	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.150391	-1.053223	1.040527	142.660004	-94.849998	-43.049999	19.00	0.000000	0.000000
0.09	12.75	7.50	5.25	3.50	2.25	0.25	1.25	3.00	7.75	5.00	6.00	4.50	5.50	22.00	5.25	5.00	-0.188477	0.034180	0.995117	-1.330000	-0.840000	-0.070000	1060.00	0.070889	-0.005092	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.193359	-1.064941	1.082520	126.770004	-98.769997	-49.420002	10.00	0.000000	0.000000
0.10	12.75	7.00	5.75	3.25	2.25	0.50	1.75	3.00	8.50	5.00	6.25	5.00	5.50	23.00	5.25	5.25	-0.177734	0.030273	0.991211	-1.470000	-0.980000	-0.070000	1100.00	0.077906	-0.000060	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.00	-0.230957	-1.030273	1.098633	112.070000	-100.730003	-52.779999	8.00	0.000000	0.000000
0.11	13.25	6.50	5.50	3.00	2.25	0.25	1.75	3.00	9.00	4.75	6.00	4.50	5.50	23.00	5.25	5.50	-0.183105	0.029785	0.989746	-1.470000	-1.120000	-0.140000	1089.00	0.080348	0.005470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.267578	-0.979004	1.108398	97.300003	-102.340004	-57.260002	6.00	0.000000	0.000000
0.12	12.50	6.00	5.50	3.00	2.25	0.00	1.75	3.00	8.75	5.50	6.00	4.75	5.75	23.25	5.00	5.00	-0.184570	0.027832	0.992676	-1.610000	-1.120000	0.000000	1079.00	0.087411	0.005451	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.294434	-0.910156	1.110840	85.470001	-103.949997	-63.770000	8.00	0.000000	0.000000
0.13	12.50	6.25	5.25	3.25	2.50	0.25	1.75	3.25	8.75	5.75	6.00	4.75	5.50	24.00	5.25	5.50	-0.181641	0.030762	0.992676	-1.750000	-0.980000	0.000000	1105.00	0.088452	0.003257	0.50	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.311523	-0.839355	1.087402	78.400002	-106.330002	-72.940002	18.00	0.000000	0.000000
0.14	11.75	6.75	5.00	2.75	2.50	0.50	1.75	2.75	8.75	5.75	6.00	5.00	5.75	23.75	5.25	5.00	-0.181641	0.028809	0.996582	-2.030000	-0.420000	0.140000	1087.00	0.092189	0.003626	0.75	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.00	-0.354004	-0.759277	1.031738	76.300003	-107.870003	-83.860001	16.00	0.000000	0.000000
0.15	11.75	6.75	5.75	3.00	2.25	0.50	2.00	2.75	8.75	6.00	6.00	5.00	5.75	23.50	5.50	5.00	-0.186523	0.025391	0.989746	-2.450000	0.560000	0.000000	1103.00	0.089264	0.004016	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.438477	-0.618164	0.938965	70.980003	-104.580002	-101.430000	7.00	0.000000	0.000000
0.16	12.50	6.50	5.25	3.50	2.25	0.75	2.00	2.50	9.25	6.00	7.00	4.00	5.25	23.50	5.25	5.25	-0.185059	0.026855	0.986328	-2.520000	1.400000	0.000000	1109.00	0.086749	0.009642	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.459961	-0.519531	0.904785	70.699997	-96.949997	-110.599998	5.00	0.000000	0.000000
0.17	11.25	6.25	5.00	3.00	2.50	0.75	2.00	2.75	9.50	6.00	6.25	4.50	5.00	23.50	5.25	5.00	-0.181152	0.027832	0.994141	-2.450000	1.470000	0.140000	1087.00	0.095923	0.010135	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.448242	-0.486328	0.947754	76.510002	-88.760002	-116.970001	3.00	0.000000	0.000000
0.18	12.00	6.50	5.50	3.00	2.00	0.50	2.00	2.25	9.25	6.00	5.75	4.75	5.50	23.00	5.25	4.75	-0.179199	0.027832	0.994629	-2.450000	1.470000	0.280000	1079.00	0.089181	0.011184	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.421875	-0.505371	1.013184	81.900002	-82.529999	-121.169998	9.00	0.000000	0.000000
0.19	12.50	6.75	5.75	3.25	2.25	0.50	2.00	2.50	9.25	6.25	6.00	5.00	5.50	22.75	5.50	4.50	-0.177734	0.032715	0.991699	-2.310000	1.330000	0.420000	1108.00	0.083396	0.008331	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.393555	-0.539062	1.038086	83.160004	-77.279999	-123.620003	6.00	0.000000	0.000000
0.20	12.50	6.50	5.75	2.50	2.00	0.50	2.00	2.75	9.25	5.75	6.25	4.50	5.25	23.00	5.25	4.50	-0.183105	0.032227	0.991211	-2.310000	1.120000	0.350000	1087.00	0.086391	0.011602	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.369141	-0.573242	1.032227	80.919998	-71.610001	-125.300003	5.00	0.000000	0.000000
0.21	13.25	6.50	5.25	2.50	2.25	0.25	2.00	2.75	9.25	6.00	6.00	4.00	5.25	22.75	5.00	4.75	-0.179688	0.028809	0.987793	-2.170000	0.980000	0.490000	1080.00	0.082810	0.014413	0.25	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-0.357910	-0.607422	1.055664	75.459999	-62.369999	-128.800003	14.00	0.000000	0.000000
0.22	12.75	6.50	5.25	3.00	2.50	0.25	2.00	2.25	9.50	6.25	6.00	4.00	5.00	22.75	5.00	4.75	-0.179199	0.029785	0.992676	-2.310000	1.190000	0.420000	1079.00	0.084257	0.017885	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.353027	-0.611328	1.052734	69.720001	-56.700001	-131.180008	15.00	0.000000	0.000000
0.23	12.50	6.50	5.50	3.25	2.50	0.50	2.00	2.25	9.75	6.00	6.00	4.25	5.00	22.75	5.00	5.00	-0.177246	0.027832	0.994141	-2.450000	1.260000	0.490000	1090.00	0.083732	0.015828	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.355469	-0.600098	1.059570	63.560001	-51.380001	-132.580002	10.00	0.000000	0.000000
0.24	11.75	6.75	5.25	3.50	2.50	0.50	2.00	2.50	9.50	5.75	5.75	4.50	5.00	23.00	5.00	4.75	-0.179199	0.029297	0.997070	-2.590000	1.330000	0.280000	1083.00	0.085271	0.011569	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.340820	-0.562988	1.096191	59.639999	-47.529999	-132.300003	9.00	0.000000	0.000000
0.25	12.25	7.00	5.50	2.75	2.75	0.25	2.00	2.50	9.50	6.25	6.00	2.75	5.00	23.00	5.25	5.00	-0.183594	0.028320	0.995605	-2.940000	1.960000	0.350000	1077.00	0.083859	0.019782	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.25	0.00	0.00	-0.338379	-0.527832	1.093262	57.680000	-46.759998	-130.479996	11.00	0.000000	0.000000
0.26	12.50	6.50	5.50	2.50	2.50	0.25	2.00	2.00	9.50	6.50	6.25	3.25	5.00	22.75	5.25	4.75	-0.182129	0.030273	0.988281	-3.220000	2.660000	0.140000	1069.00	0.087676	0.022842	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.343750	-0.512695	1.076660	53.060001	-46.480000	-126.139999	5.00	0.000000	0.000000
0.27	12.50	6.50	5.50	2.50	2.50	0.25	2.00	2.00	9.75	6.00	6.00	4.00	4.50	22.75	5.25	4.75	-0.178223	0.027344	0.995117	-3.220000	2.660000	0.210000	1068.00	0.087665	0.023392	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.359375	-0.472168	1.008789	38.360001	-43.470001	-115.150002	2.00	0.000000	0.000000
0.28	13.25	6.50	5.75	2.75	2.50	0.00	2.00	2.00	9.75	5.75	5.50	3.75	4.25	22.50	5.00	4.75	-0.182129	0.032715	0.985840	-3.220000	2.590000	0.280000	1060.00	0.079090	0.026930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.353027	-0.421387	0.927246	26.670000	-39.060001	-105.489998	2.00	0.000000	0.000000
0.29	13.00	6.75	5.75	2.75	2.25	0.00	2.00	1.75	9.75	6.00	5.75	3.50	4.00	22.25	5.25	4.75	-0.185059	0.025391	0.992676	-3.220000	2.940000	0.210000	1054.00	0.080580	0.028863	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.351074	-0.368652	0.862305	17.500000	-32.060001	-93.870003	7.00	0.000000	0.000000
0.30	13.00	6.75	5.25	3.00	2.50	0.25	2.00	1.75	10.00	6.25	6.00	3.50	4.00	22.75	5.00	3.50	-0.180664	0.022461	0.989258	-3.220000	2.590000	0.350000	1060.00	0.080331	0.030920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.350586	-0.324707	0.819336	10.920000	-23.520000	-80.779999	7.00	0.000000	0.000000
0.31	12.00	7.00	5.50	3.00	2.50	0.00	2.00	2.00	10.00	6.25	6.00	2.50	3.50	22.50	4.75	4.25	-0.184570	0.027832	0.996094	-3.010000	2.450000	0.280000	1039.00	0.081401	0.033310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	1.00	0.00	0.00	-0.366699	-0.296387	0.778320	4.410000	-13.020000	-67.480003	13.00	0.000000	0.000000
0.32	13.25	6.00	5.50	2.50	2.25	0.25	2.00	1.50	9.75	6.25	6.00	2.75	3.50	22.25	5.00	4.75	-0.185547	0.027344	0.998047	-3.010000	2.520000	0.420000	1031.00	0.083159	0.036867	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.389160	-0.264160	0.698730	-5.180000	0.910000	-54.459999	11.00	0.000000	0.000000
0.33	13.50	6.75	5.50	2.50	2.25	0.25	2.25	1.50	10.00	6.25	5.75	3.00	3.00	22.00	5.25	4.25	-0.185547	0.025879	0.991699	-2.870000	2.730000	0.350000	1042.00	0.077730	0.039324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.420410	-0.222656	0.633789	-22.750000	27.090000	-36.189999	2.00	0.000000	0.000000
0.34	13.50	7.00	5.50	2.75	2.25	0.50	2.25	1.00	10.00	6.00	5.00	3.00	3.00	22.00	5.00	4.25	-0.187012	0.023438	0.991211	-2.800000	2.730000	0.420000	1028.00	0.072909	0.042204	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.448242	-0.186035	0.603516	-30.309999	45.570000	-24.780001	5.00	0.000000	0.000000
0.35	13.25	7.00	5.75	3.00	2.25	0.00	2.25	0.75	10.00	6.00	5.25	2.75	3.00	22.25	5.00	4.50	-0.183105	0.025391	0.993652	-2.590000	2.730000	0.490000	1025.00	0.075047	0.045273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.471191	-0.133301	0.581055	-31.010000	63.840000	-14.350000	6.00	0.000000	0.000000
0.36	13.75	7.00	6.00	3.00	2.00	0.00	2.00	1.50	9.75	6.00	5.50	3.25	3.25	22.25	5.00	4.00	-0.183105	0.024902	0.990234	-2.100000	2.520000	0.560000	1043.00	0.070898	0.036454	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	1.00	0.00	0.00	-1.585938	-0.575195	4.645020	19.740000	95.550003	6.370000	15.00	0.000000	0.000000
0.37	13.25	7.00	5.50	3.00	2.25	0.00	1.75	1.25	9.75	6.00	6.00	2.75	3.50	21.75	4.50	4.00	-0.183594	0.025391	1.000488	-1.680000	2.380000	0.490000	1018.00	0.072141	0.036623	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	0.00	0.00	0.00	1.75	0.00	0.00	-0.792969	-0.144043	1.907715	62.510002	32.340000	9.100000	43.00	0.000000	0.000000
0.38	13.00	7.00	5.50	2.75	2.25	0.00	1.75	1.25	9.75	5.50	5.50	2.50	3.25	21.50	5.25	3.75	-0.185547	0.018555	0.987793	-1.540000	2.800000	0.630000	1001.00	0.073775	0.039220	1.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.00	0.25	0.00	0.00	3.00	0.00	0.00	-0.414062	0.002441	0.770996	14.350000	-8.400000	16.520000	72.00	0.138420	0.115358
0.39	13.25	7.00	5.75	3.25	2.25	0.25	1.75	1.00	9.75	5.50	5.25	3.25	3.25	21.25	5.00	4.00	-0.181641	0.020996	0.994141	-1.540000	3.500000	0.630000	1013.00	0.068383	0.035945	1.25	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	0.25	0.00	0.00	3.25	0.00	0.00	-0.082031	0.039551	1.083008	30.730000	20.580000	17.570000	76.00	0.104637	0.109655
0.40	13.25	7.00	5.50	3.00	2.00	0.25	1.50	1.25	9.25	4.75	5.50	1.50	3.25	20.75	4.75	3.75	-0.186035	0.026855	0.989258	-1.890000	4.760000	0.630000	962.00	0.062259	0.038469	2.00	1.25	0.25	0.25	0.00	0.00	0.00	0.00	1.00	0.75	0.25	0.00	0.00	3.50	0.00	0.00	-0.134277	0.033691	1.035645	28.210001	7.770000	9.800000	99.00	0.037554	0.099407
0.41	13.00	6.50	5.25	3.00	2.00	0.25	1.50	1.00	9.00	5.00	5.50	2.25	3.50	20.75	5.25	3.75	-0.183594	0.025391	0.990234	-2.100000	5.180000	0.770000	963.00	0.070921	0.035288	3.75	1.50	0.50	0.50	0.00	0.00	0.00	0.00	1.00	1.00	0.50	0.00	0.00	3.75	0.00	0.00	-0.261230	0.072754	1.195801	22.120001	8.190000	5.880000	136.00	-0.034490	0.084552
0.42	13.00	6.00	5.25	3.25	2.00	0.25	1.50	1.00	9.00	5.00	5.00	3.00	3.00	20.50	5.00	3.50	-0.174316	0.029297	0.990723	-2.520000	5.740000	0.560000	953.00	0.069898	0.036440	5.00	3.25	0.75	0.75	0.00	0.00	0.00	0.00	1.25	1.00	0.50	0.00	0.00	5.00	0.00	0.25	-0.244629	0.049805	1.028809	14.210000	-3.780000	4.550000	190.00	-0.069198	0.064480
0.43	13.00	5.75	5.00	2.50	2.00	0.00	1.25	1.00	9.00	4.50	4.00	2.25	2.50	19.75	4.75	3.50	-0.182617	0.025391	0.992676	-2.870000	6.440000	0.420000	891.00	0.067999	0.046467	5.00	4.25	1.25	1.00	0.00	0.00	0.00	0.00	1.25	1.25	0.50	0.00	0.00	5.50	0.25	0.75	-0.247559	0.032715	1.068359	7.840000	-5.320000	3.290000	223.00	-0.067394	0.046266
0.44	12.00	5.50	4.50	2.25	1.75	0.00	1.00	1.00	8.50	5.00	4.00	2.25	2.50	19.50	4.75	3.50	-0.188477	0.025879	0.999512	-3.430000	7.210000	0.280000	857.00	0.078517	0.043776	5.75	4.25	1.50	1.25	0.00	0.00	0.00	0.00	1.50	0.50	0.50	0.25	0.00	6.25	0.75	1.00	-0.254395	0.038574	1.018555	4.900000	-7.910000	2.590000	249.00	-0.059724	0.042958
0.45	10.00	5.50	4.50	2.25	1.50	0.00	1.00	0.50	8.50	4.00	3.75	2.25	2.50	19.50	4.25	3.00	-0.191895	0.022461	0.991211	-3.920000	8.260000	0.210000	800.00	0.087618	0.048909	7.00	4.00	1.75	1.25	0.00	0.00	0.00	0.00	1.50	0.50	0.50	0.50	0.00	6.75	1.00	1.50	-0.232422	0.041992	1.006836	1.680000	-7.070000	2.520000	277.00	-0.056256	0.042363
0.46	8.50	4.75	4.25	1.75	1.50	0.25	1.00	0.25	8.25	4.25	5.00	2.00	2.00	19.00	4.00	3.00	-0.191895	0.021973	0.994629	-4.620000	9.380000	0.070000	764.00	0.105711	0.052913	7.25	5.00	2.25	1.75	0.00	0.00	0.00	0.00	1.50	0.50	1.00	0.50	0.00	7.25	0.75	1.25	-0.236328	0.040039	1.010254	0.630000	-7.210000	2.240000	308.00	-0.073867	0.033863
0.47	8.25	4.00	4.00	1.50	0.75	0.00	0.75	0.50	7.75	3.50	3.25	1.75	2.00	19.00	4.00	3.25	-0.190918	0.020020	0.996582	-5.040000	10.430000	-0.210000	698.00	0.113737	0.056699	7.00	5.25	2.75	1.75	0.25	0.00	0.00	0.00	1.75	0.75	1.25	0.75	0.00	7.50	1.00	1.25	-0.233887	0.037109	1.015137	0.350000	-7.070000	2.310000	335.00	-0.058926	0.031687
0.48	8.00	3.50	3.50	1.00	0.75	0.25	0.75	0.50	7.75	3.25	2.50	1.00	1.25	18.25	3.50	3.00	-0.198242	0.023438	0.996094	-5.320000	11.620000	-0.350000	640.00	0.115925	0.072568	7.25	5.00	2.00	1.25	0.00	0.00	0.00	0.00	1.75	0.75	1.25	0.75	0.25	8.25	1.25	1.75	-0.233887	0.033203	1.003906	0.350000	-7.070000	2.520000	332.00	-0.029433	0.032127
0.49	6.75	2.50	2.00	1.00	0.50	0.00	0.50	0.25	7.50	3.50	2.75	0.50	0.75	18.00	4.50	3.25	-0.197266	0.019531	0.992676	-5.460000	13.090000	-0.420000	586.00	0.157418	0.080503	8.00	5.25	2.50	1.25	0.00	0.00	0.00	0.00	2.50	1.00	1.50	1.00	0.25	8.50	1.25	2.00	-0.225586	0.039062	1.010254	0.910000	-7.420000	2.660000	372.00	-0.026038	0.036550
0.50	6.25	1.75	2.00	1.50	0.25	0.00	0.50	0.00	7.50	3.00	2.75	0.50	1.00	17.50	3.25	3.25	-0.198730	0.020020	0.994629	-5.530000	14.000000	-0.490000	549.00	0.159564	0.085226	7.75	5.25	2.75	1.50	0.25	0.00	0.00	0.00	2.75	1.25	1.75	0.75	0.50	8.75	1.25	2.00	-0.227539	0.040039	1.004883	1.750000	-7.770000	2.800000	389.00	-0.019496	0.036171
0.51	5.75	1.75	2.00	0.75	0.25	0.00	0.00	0.00	7.25	2.75	2.50	0.25	0.50	16.50	2.75	2.25	-0.205566	0.025391	1.001465	-5.740000	14.770000	-0.770000	488.00	0.163545	0.100498	8.00	5.75	2.75	1.75	0.00	0.00	0.00	0.00	2.50	1.25	1.75	0.75	0.75	9.25	1.25	2.00	-0.227539	0.047852	1.009766	2.450000	-8.050000	3.080000	401.00	-0.024756	0.028589
0.52	5.00	0.75	1.75	0.25	0.25	0.00	0.00	0.00	6.50	3.00	2.75	0.25	0.50	15.75	3.50	2.25	-0.205078	0.018066	0.996582	-6.510000	15.820000	-0.910000	457.00	0.195122	0.100290	8.75	6.00	2.75	2.25	0.00	0.00	0.00	0.25	2.50	0.25	1.75	1.00	1.00	9.25	1.25	2.25	-0.220703	0.044922	1.004883	2.520000	-7.840000	2.940000	417.00	-0.041630	0.014023
0.53	4.00	0.75	1.50	0.50	0.25	0.00	0.00	0.00	5.75	1.75	1.25	0.25	0.25	14.50	2.75	2.25	-0.207031	0.015137	0.995605	-7.140000	16.379999	-0.840000	381.00	0.196685	0.108975	9.75	6.25	3.25	2.75	0.25	0.00	0.00	0.25	2.50	0.50	1.75	1.25	1.00	9.25	1.75	3.50	-0.221191	0.050293	1.004395	2.310000	-7.840000	2.730000	465.00	-0.043899	0.005547
0.54	2.75	0.75	1.25	0.50	0.00	0.00	0.00	0.00	5.00	1.00	0.75	0.25	0.25	13.25	2.50	2.25	-0.203125	0.020508	0.986328	-7.980000	16.520000	-0.700000	322.00	0.217087	0.108500	9.75	6.25	3.75	3.00	0.25	0.00	0.00	0.25	3.00	1.00	2.50	1.50	1.25	9.50	2.00	3.75	-0.228027	0.049316	1.005859	2.030000	-8.400000	2.730000	507.00	-0.027782	0.003062
0.55	2.75	0.50	0.75	0.50	0.25	0.00	0.00	0.00	5.00	1.25	1.00	0.25	0.25	12.25	2.25	1.25	-0.202637	0.015137	1.005371	-8.470000	16.799999	-0.910000	304.00	0.218401	0.116096	10.50	7.00	4.25	3.50	0.25	0.00	0.00	0.50	3.00	0.75	2.75	1.50	1.75	10.00	2.00	4.00	-0.221680	0.048828	1.003418	1.610000	-8.680000	2.520000	551.00	-0.037874	-0.006427
0.56	2.50	0.25	0.25	0.25	0.00	0.00	0.00	0.00	4.50	0.75	1.00	0.25	0.25	11.75	1.75	1.25	-0.206543	0.018555	1.005371	-10.850000	18.760000	-1.400000	263.00	0.243015	0.124067	12.00	7.25	4.75	3.50	0.25	0.25	0.00	0.50	3.00	0.75	3.50	2.25	2.00	10.25	2.00	4.50	-0.215332	0.045410	1.002930	0.980000	-9.100000	2.520000	604.00	-0.040821	-0.012469
0.57	1.75	0.00	0.25	0.25	0.00	0.00	0.00	0.00	4.00	0.50	0.50	0.25	0.00	11.50	2.00	0.75	-0.211914	0.000977	1.021484	-16.100000	22.469999	-1.330000	231.00	0.273521	0.138277	12.50	8.00	4.75	3.75	0.25	0.25	0.00	0.75	3.00	1.00	3.25	2.25	2.75	10.75	2.25	4.50	-0.221680	0.048828	1.012695	-0.070000	-9.800000	2.310000	639.00	-0.041757	-0.019774
